Fonte	Region	Class	Country .interpreted.	County	Scientific name	Longitude	Latitude
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.842	-31.948
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.481	-31.738
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.795	-32.536
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.537	-36.261
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.344	-36.366
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.763	-36.210
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.125	-34.026
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.661	-36.432
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.255	-36.652
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.626	-36.443
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.002	-35.256
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.816	-35.044
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.519	-35.944
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.765	-36.967
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.592	-36.532
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.716	-37.856
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.507	-37.677
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	143.892	-38.271
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.715	-30.786
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.719	-36.281
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.953	-31.650
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.934	-36.423
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.729	-32.995
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.870	-30.425
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.794	-32.322
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.931	-33.101
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.723	-36.281
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.714	-34.930
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.508	-36.308
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.409	-32.403
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.969	-37.565
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.178	-36.658
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.686	-42.588
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.504	-36.122
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.313	-35.334
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.790	-36.204
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.410	-36.479
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.501	-36.594
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.408	-37.124
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.592	-36.151
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.076	-36.330
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.099	-33.995
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.817	-32.436
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.143	-32.942
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.658	-34.755
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.408	-36.556
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.825	-34.980
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.586	-36.567
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	141.339	-36.817
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	143.624	-38.570
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.779	-36.281
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.971	-33.780
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.329	-33.666
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.004	-31.062
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.446	-36.330
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.460	-36.148
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.582	-31.392
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.709	-31.764
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.881	-36.335
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.019	-32.834
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.854	-33.589
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.239	-37.543
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.468	-36.614
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.069	-36.833
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.703	-33.056
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.456	-35.331
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.820	-33.090
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.940	-36.558
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.240	-35.829
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.740	-33.379
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.350	-33.750
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.723	-34.575
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.501	-36.470
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.539	-33.567
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.340	-36.898
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.091	-30.794
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.204	-32.756
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	139.077	-34.852
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.624	-31.751
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.776	-30.977
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.276	-32.544
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.427	-32.017
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.956	-31.688
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.887	-36.414
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.845	-36.068
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.080	-36.483
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.967	-37.376
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.149	-33.851
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.919	-32.041
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.724	-34.426
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.521	-30.434
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.499	-36.306
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.302	-36.304
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.889	-36.151
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.164	-41.483
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.101	-36.540
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.130	-33.374
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.424	-36.066
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.624	-35.190
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.652	-32.715
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.643	-33.489
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	152.382	-30.602
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.089	-39.991
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	139.183	-34.501
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.317	-36.058
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.273	-35.831
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.021	-34.241
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.186	-36.709
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.806	-33.811
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.952	-33.387
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.448	-34.871
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.448	-37.409
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.090	-33.960
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.965	-36.811
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.922	-37.316
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.841	-36.570
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.792	-34.340
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.707	-32.788
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.564	-35.489
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.417	-35.749
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.149	-42.827
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.851	-42.797
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.940	-33.916
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.298	-40.379
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.890	-36.308
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.667	-30.802
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.934	-36.769
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.434	-36.454
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.735	-33.260
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.059	-42.483
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.080	-33.460
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.590	-34.844
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.619	-31.120
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.191	-38.032
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.448	-41.021
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.761	-34.072
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.717	-32.762
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.818	-36.988
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.609	-38.122
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.880	-35.304
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.952	-36.226
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.812	-35.602
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.261	-37.159
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.428	-31.770
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	143.310	-38.316
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.910	-35.379
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.461	-36.055
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.180	-31.666
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.753	-37.053
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.358	-34.453
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.552	-37.035
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.355	-38.197
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.876	-35.306
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.438	-36.490
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.552	-41.274
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.537	-42.259
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.671	-41.812
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.931	-33.777
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.880	-34.916
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	137.314	-35.826
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.313	-31.142
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.756	-32.703
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.958	-32.449
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.851	-33.304
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.839	-32.655
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.343	-34.856
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.326	-34.121
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.301	-31.700
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.775	-31.668
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	118.463	-34.615
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.865	-41.110
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.281	-31.668
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.349	-32.671
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.922	-30.885
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.966	-31.673
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.910	-34.274
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.835	-32.114
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.041	-32.262
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	142.686	-37.665
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	141.708	-38.124
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	139.430	-35.331
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.892	-37.883
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.448	-33.364
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.135	-35.869
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	142.307	-36.737
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.955	-35.931
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.195	-36.035
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	137.877	-35.826
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.746	-30.673
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.433	-34.289
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.059	-36.081
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.873	-38.117
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.772	-31.238
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.567	-37.438
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	141.628	-37.515
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.865	-34.946
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	141.892	-37.301
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.448	-38.618
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.701	-34.826
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	137.566	-35.809
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.804	-33.197
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.154	-33.804
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.011	-33.555
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.791	-41.274
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.157	-33.157
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.401	-36.956
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.090	-31.956
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	138.704	-33.843
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	149.213	-34.192
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.730	-32.939
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.194	-35.468
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	142.877	-37.406
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.313	-33.627
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	142.907	-38.361
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.269	-33.691
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	141.922	-37.973
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.896	-30.354
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.310	-35.883
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	143.385	-36.657
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.228	-36.507
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.534	-37.615
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	142.716	-38.394
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.000	-39.886
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.026	-35.704
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.951	-35.815
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	148.907	-36.068
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.670	-31.340
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.821	-41.558
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.462	-33.127
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	116.791	-34.885
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.907	-35.898
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	136.869	-35.835
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.833	-37.391
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.069	-36.848
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.882	-36.448
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.874	-34.710
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	140.841	-34.357
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	117.600	-34.641
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.161	-38.331
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	139.961	-35.719
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	144.325	-35.361
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	145.926	-38.756
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	147.985	-40.961
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.418	-33.125
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	150.932	-32.371
GBIF	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	151.013	-31.986
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	135.350	-32.804
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	137.796	-33.942
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.804	-30.617
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	146.404	-36.825
Ridsdill-Smith	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.104	-34.026
House et al. 2011	Australia and New Zealand	OCEANIC	Australia	Margaret River	Onthophagus taurus	115.100	-33.930
Edwards 2007	Australia and New Zealand	OCEANIC	Australia	 	Onthophagus taurus	115.610	-30.189
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-7.399	33.716
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-2.025	34.009
Biogeografia.org	Europa	NATIVE	Espanha		Onthophagus taurus	-5.308	35.890
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.103	34.982
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.150	35.190
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-2.395	35.024
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-2.379	34.824
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-5.156	35.090
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.139	35.218
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.280	34.850
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-5.617	34.950
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-5.617	34.950
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-5.505	35.781
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-2.361	35.111
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.014	35.348
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-5.617	34.950
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-10.160	29.050
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-10.160	29.380
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-7.410	33.690
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-5.813	35.785
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.670	34.220
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-7.810	33.200
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-8.340	33.270
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-8.480	33.070
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-8.120	31.770
Biogeografia.org	Africa	NATIVE	Marrocos		Onthophagus taurus	-6.210	32.580
